season_id,season_label,event_id,home_team,away_team,match_url,match_date,home_expected_goals,away_expected_goals,is_future_fixture
59708,2024,12246943,Young Lions,Lion City Sailors,https://www.sofascore.com/football/match/young-lions-lion-city-sailors/QkbsHGn#id:12246943,2025-04-06,0.0,5.82,0
59708,2024,12246944,Young Lions,DPMM,https://www.sofascore.com/football/match/brunei-dpmm-fc-young-lions/HGnsKGn#id:12246944,2025-03-08,0.97,1.88,0
59708,2024,12246945,Geylang Int.,Balestier Khalsa,https://www.sofascore.com/football/match/geylang-international-balestier-khalsa/OkbsUkb#id:12246945,2025-03-07,1.63,1.01,0
59708,2024,12246947,Geylang Int.,Tanjong Pagar Utd.,https://www.sofascore.com/football/match/geylang-international-tanjong-pagar-united/NkbsUkb#id:12246947,2025-02-27,2.52,0.7,0
59708,2024,12246948,Tampines Rovers,Geylang Int.,https://www.sofascore.com/football/match/geylang-international-tampines-rovers/TkbsUkb#id:12246948,2025-04-04,2.41,0.43,0
59708,2024,12246949,Hougang Utd,Lion City Sailors,https://www.sofascore.com/football/match/hougang-united-lion-city-sailors/QkbsIGn#id:12246949,2025-03-09,1.27,1.76,0
59708,2024,12246950,Albirex Niigata,Tampines Rovers,https://www.sofascore.com/football/match/albirex-niigata-singapore-tampines-rovers/TkbsGGn#id:12246950,2025-03-09,0.17,2.67,0
59708,2024,12246951,Albirex Niigata,Balestier Khalsa,https://www.sofascore.com/football/match/albirex-niigata-singapore-balestier-khalsa/OkbsGGn#id:12246951,2025-02-27,2.11,1.28,0
59708,2024,12246953,Lion City Sailors,Tampines Rovers,https://www.sofascore.com/football/match/tampines-rovers-lion-city-sailors/QkbsTkb#id:12246953,2025-02-26,1.01,1.33,0
59708,2024,12246954,DPMM,Hougang Utd,https://www.sofascore.com/football/match/brunei-dpmm-fc-hougang-united/IGnsKGn#id:12246954,2025-02-26,2.21,3.15,0
59708,2024,12246955,Tanjong Pagar Utd.,Albirex Niigata,https://www.sofascore.com/football/match/albirex-niigata-singapore-tanjong-pagar-united/NkbsGGn#id:12246955,2025-02-21,2.1,1.62,0
59708,2024,12246956,Hougang Utd,Young Lions,https://www.sofascore.com/football/match/hougang-united-young-lions/HGnsIGn#id:12246956,2025-02-22,2.6,2.32,0
