season_id,event_id,home_team,away_team,match_date,match_time,ok,match_url
59708,12246965,Tanjong Pagar Utd.,DPMM,26/01/2025,07:15,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-tanjong-pagar-united/NkbsKGn#id:12246965
59708,12246966,Young Lions,Tampines Rovers,08/02/2025,06:00,1,https://www.sofascore.com/football/match/young-lions-tampines-rovers/TkbsHGn#id:12246966
59708,12246967,Young Lions,Albirex Niigata,23/11/2024,06:00,1,https://www.sofascore.com/football/match/young-lions-albirex-niigata-singapore/GGnsHGn#id:12246967
59708,12246969,Young Lions,Tanjong Pagar Utd.,18/01/2025,06:00,1,https://www.sofascore.com/football/match/young-lions-tanjong-pagar-united/NkbsHGn#id:12246969
59708,12246970,Hougang Utd,Balestier Khalsa,19/01/2025,06:00,1,https://www.sofascore.com/football/match/hougang-united-balestier-khalsa/OkbsIGn#id:12246970
59708,12246971,DPMM,Balestier Khalsa,07/02/2025,08:15,1,https://www.sofascore.com/football/match/brunei-dpmm-fc-balestier-khalsa/OkbsKGn#id:12246971
59708,12246972,Lion City Sailors,Albirex Niigata,17/01/2025,07:45,1,https://www.sofascore.com/football/match/albirex-niigata-singapore-lion-city-sailors/QkbsGGn#id:12246972
59708,12246973,Tampines Rovers,Tanjong Pagar Utd.,22/11/2024,07:45,1,https://www.sofascore.com/football/match/tampines-rovers-tanjong-pagar-united/NkbsTkb#id:12246973
59708,12246974,Tampines Rovers,Hougang Utd,25/01/2025,06:00,1,https://www.sofascore.com/football/match/hougang-united-tampines-rovers/TkbsIGn#id:12246974
59708,12246975,Hougang Utd,Geylang Int.,24/11/2024,06:00,1,https://www.sofascore.com/football/match/hougang-united-geylang-international/UkbsIGn#id:12246975
59708,12246976,Geylang Int.,Young Lions,03/11/2024,06:00,1,https://www.sofascore.com/football/match/young-lions-geylang-international/UkbsHGn#id:12246976
